chr,start,end,value1
contig1,603000,613000,0.006140551
contig1,612000,622000,-0.085251495
contig1,621000,631000,-0.010416667
contig1,630000,640000,-0.025395503
contig1,639000,649000,0.039823983
contig1,648000,658000,0.08967629
contig1,657000,667000,0.014378479
contig1,666000,676000,0.11326413
contig1,675000,685000,0.14170232
contig1,684000,694000,-0.072443515
contig1,693000,703000,-0.008271474
contig1,702000,712000,-0.023059867
contig1,711000,721000,-0.010673056
contig1,720000,730000,0.06511628
contig1,729000,739000,-0.010365029
contig1,738000,748000,-0.15628564
contig1,747000,757000,-0.1341853
contig1,756000,766000,0.050324313
contig1,765000,775000,-0.004088659
contig1,774000,784000,0.075777486
contig1,783000,793000,-0.13333334
contig1,792000,802000,-0.08968513
contig1,801000,811000,0.025263159
contig1,810000,820000,-0.07790008
contig1,819000,829000,-0.10575916
contig1,828000,838000,-0.014543086
contig1,837000,847000,-0.093023255
contig1,846000,856000,0.022863485
contig1,855000,865000,-0.058267716
contig1,864000,874000,0.059719935
contig1,873000,883000,0.14114779
contig1,882000,892000,-0.08305648
contig1,891000,901000,0.103662595
contig1,900000,910000,0.11147011
contig1,909000,919000,-0.12734242
contig1,918000,928000,-0.11859563
contig1,927000,937000,-0.107112974
contig1,936000,946000,0.04752151
contig1,945000,955000,0.075189434
contig1,954000,964000,0.005537975
contig1,963000,973000,-0.11902766
contig1,972000,982000,-0.16358897
contig1,981000,991000,-0.15649754
contig1,990000,1000000,0.025188917
contig1,999000,1009000,0.06324435
contig1,1008000,1018000,0.04045753
contig1,1017000,1027000,0.0804188
contig1,1026000,1036000,0.04639512
contig1,1035000,1045000,-0.00873744
contig1,1044000,1054000,0.09009964
contig1,1053000,1063000,0.007385525
contig1,1062000,1072000,0.011710581
contig1,1071000,1081000,-0.011335013
contig1,1080000,1090000,0.093053736
contig1,1089000,1099000,0.16812126
contig1,1098000,1108000,0.11831652
contig1,1107000,1117000,0.15093966
contig1,1116000,1126000,0.13804303
contig1,1125000,1135000,-0.07013575
contig1,1134000,1144000,-0.05854999
contig1,1143000,1153000,0.08381171
contig1,1152000,1162000,-0.076682314
contig1,1161000,1171000,-0.04009901
contig1,1170000,1180000,-0.063160166
contig1,1179000,1189000,-0.08713886
contig1,1188000,1198000,0.09241862
contig1,1197000,1207000,0.004865104
contig1,1206000,1216000,-0.051645238
contig1,1215000,1225000,0.11650273
contig1,1224000,1234000,0.06828148
contig1,1233000,1243000,-0.016567264
contig1,1242000,1252000,-0.053744096
contig1,1251000,1261000,0.037653424
contig1,1260000,1270000,0.06607215
contig1,1269000,1279000,-0.04295837
contig1,1278000,1288000,0.050723072
contig1,1287000,1297000,0.088389
contig1,1296000,1306000,0.040092167
contig1,1305000,1315000,0.054636803
contig1,1314000,1324000,-0.006668101
contig1,1323000,1333000,0.050777677
contig1,1332000,1342000,-0.02255639
contig1,1341000,1351000,0.024257632
contig1,1350000,1360000,0.024338624
contig1,1359000,1369000,-0.06584923
contig1,1368000,1378000,-0.15979943
contig1,1377000,1387000,-0.05114868
contig1,1386000,1396000,-0.041927263
contig1,1395000,1405000,-0.050142325
contig1,1404000,1414000,-0.20306513
contig1,1413000,1423000,0.073005766
contig1,1422000,1432000,0.15995015
contig1,1431000,1441000,0.008174387
contig1,1440000,1450000,0.029834254
contig1,1449000,1459000,-0.006817682
contig1,1458000,1468000,0.08511116
contig1,1467000,1477000,-0.005799118
contig1,1476000,1486000,0.01814346
contig1,1485000,1495000,0.0659204
contig1,1494000,1504000,0.09365427
contig1,1503000,1513000,0.06778538
contig1,1512000,1522000,0.006263048
contig1,1521000,1531000,-0.061946902
contig1,1530000,1540000,0.012632437
contig1,1539000,1549000,0.032151006
contig1,1548000,1558000,0.05408914
contig1,1557000,1567000,-0.03431588
contig1,1566000,1576000,-0.062277205
contig1,1575000,1585000,0.04845626
contig1,1584000,1594000,0.17104183
contig1,1593000,1603000,-0.110141315
contig1,1602000,1612000,0.006917756
contig1,1611000,1621000,0.04200323
contig1,1620000,1630000,-0.09878752
contig1,1629000,1639000,-0.09437634
contig1,1638000,1648000,-0.056964494
contig1,1647000,1657000,0.06212691
contig1,1656000,1666000,-0.05633147
contig1,1665000,1675000,-0.04968421
contig1,1674000,1684000,-0.02642008
contig1,1683000,1693000,-0.028583178
contig1,1692000,1702000,-0.1678736
contig1,1701000,1711000,-0.048180923
contig1,1710000,1720000,0.048410553
contig1,1719000,1729000,-0.014362657
contig1,1728000,1738000,-0.023194749
contig1,1737000,1747000,0.005464481
contig1,1746000,1756000,0.013910355
contig1,1755000,1765000,0.118577935
contig1,1764000,1774000,-0.024691358
contig1,1773000,1783000,-0.0520073
contig1,1782000,1792000,-0.063312024
contig1,1791000,1801000,-0.017832648
contig1,1800000,1810000,-0.001881664
contig1,1809000,1819000,-0.012847078
contig1,1818000,1828000,-0.05278779
contig1,1827000,1837000,0.1388512
contig1,1836000,1846000,0.051309347
contig1,1845000,1855000,-0.028461374
contig1,1854000,1864000,0.2142273
contig1,1863000,1873000,0.034188036
contig1,1872000,1882000,0.025987746
contig1,1881000,1891000,-0.010752688
contig1,1890000,1900000,-0.023487544
contig1,1899000,1909000,0.009174312
contig1,1908000,1918000,0.05882353
contig1,1917000,1927000,0.046360396
contig1,1926000,1936000,0.08980785
contig1,1935000,1945000,0.058048055
contig1,1944000,1954000,0.03560831
contig1,1953000,1963000,-0.044207
contig1,1962000,1972000,0.05676856
contig1,1971000,1981000,-0.035670355
contig1,1980000,1990000,0.11817192
contig1,1989000,1999000,-0.11152882
contig1,1998000,2008000,0.015996542
contig1,2007000,2017000,-0.011439672
contig1,2016000,2026000,0.05739365
contig1,2025000,2035000,0.029601602
contig1,2034000,2044000,0.06485923
contig1,2043000,2053000,-0.043981977
contig1,2052000,2062000,-0.072097756
contig1,2061000,2071000,0.094816685
contig1,2070000,2080000,0.10916471
contig1,2079000,2089000,0.08690013
contig1,2088000,2098000,-0.074462004
contig1,2097000,2107000,0.023296703
contig1,2106000,2116000,-0.05113506
contig1,2115000,2125000,-0.043664385
contig1,2124000,2134000,-0.11635895
contig1,2133000,2143000,-0.07311483
contig1,2142000,2152000,-0.17409259
contig1,2151000,2161000,-0.07352652
contig1,2160000,2170000,0.07089127
contig1,2169000,2179000,0.008853202
contig1,2178000,2188000,-0.015307193
contig1,2187000,2197000,0.088581875
contig1,2196000,2206000,-0.110415034
contig1,2205000,2215000,-0.023255814
contig1,2214000,2224000,0.00862069
contig1,2223000,2233000,-0.09145946
contig1,2232000,2242000,-0.057593856
contig1,2241000,2251000,-0.07624504
contig1,2250000,2260000,-0.018867925
contig1,2259000,2269000,0.0891816
contig1,2268000,2278000,0.021065088
contig1,2277000,2287000,-0.06724324
contig1,2286000,2296000,-0.014967637
contig1,2295000,2305000,0.003989362
contig1,2304000,2314000,-0.05820989
contig1,2313000,2323000,0.066030234
contig1,2322000,2332000,0.005811355
contig1,2331000,2341000,-0.058722675
contig1,2340000,2350000,-0.030905077
contig1,2349000,2359000,0.04437003
contig1,2358000,2368000,0.044097997
contig1,2367000,2377000,0.06165099
contig1,2376000,2386000,-0.065733
contig1,2385000,2395000,-0.0378578
contig1,2394000,2404000,0.024694009
contig1,2403000,2413000,0.048369445
contig1,2412000,2422000,-0.019471204
contig1,2421000,2431000,0.09774436
contig1,2430000,2440000,0.077948034
contig1,2439000,2449000,0.015075377
contig1,2448000,2458000,-0.003193528
contig1,2457000,2467000,-0.02123187
contig1,2466000,2476000,-0.030537635
contig1,2475000,2485000,0.0378473
contig1,2484000,2494000,0.09625213
contig1,2493000,2503000,0.09086928
contig1,2502000,2512000,0.097920075
contig1,2511000,2521000,-0.001822323
contig1,2520000,2530000,-0.046080966
contig1,2529000,2539000,0.07281145
contig1,2538000,2548000,-0.03262471
contig1,2547000,2557000,0.003433476
contig1,2556000,2566000,-0.03794098
contig1,2565000,2575000,-0.08190008
contig1,2574000,2584000,0.07887262
contig1,2583000,2593000,0.12989973
contig1,2592000,2602000,-0.02559497
contig1,2601000,2611000,-0.020748664
contig1,2610000,2620000,0.08010563
contig1,2619000,2629000,0.006112746
contig1,2628000,2638000,0.02403628
contig1,2637000,2647000,-0.037163604
contig1,2646000,2656000,-0.027411593
contig1,2655000,2665000,-0.07435441
contig1,2664000,2674000,0.00713686
contig1,2673000,2683000,0.040998958
contig1,2682000,2692000,-0.049333334
contig1,2691000,2701000,-0.009235936
contig1,2700000,2710000,0.054672185
contig1,2709000,2719000,0.02992126
contig1,2718000,2728000,0.10287707
contig1,2727000,2737000,-0.036403507
contig1,2736000,2746000,-0.17924926
contig1,2745000,2755000,-0.10386625
contig1,2754000,2764000,0.013561443
contig1,2763000,2773000,-0.06888042
contig1,2772000,2782000,-8.94E-04
contig1,2781000,2791000,0.004323389
contig1,2790000,2800000,-0.080143794
contig1,2799000,2809000,-0.122609675
contig1,2808000,2818000,-0.017771274
contig1,2817000,2827000,-0.016769264
contig1,2826000,2836000,-0.13137755
contig1,2835000,2845000,-0.11231281
contig1,2844000,2854000,-0.022094926
contig1,2853000,2863000,-0.097399734
contig1,2862000,2872000,0.008096325
contig1,2871000,2881000,0.11254296
contig1,2880000,2890000,-0.04867449
contig1,2889000,2899000,0.030779306
contig1,2898000,2908000,0.04786885
contig1,2907000,2917000,-0.1039538
contig1,2916000,2926000,-0.049509365
contig1,2925000,2935000,0.02678389
contig1,2934000,2944000,0.016122188
contig1,2943000,2953000,-0.0589983
contig1,2952000,2962000,-0.05142857
contig1,2961000,2971000,-0.11295911
contig1,2970000,2980000,-0.09997956
contig1,2979000,2989000,-0.09762992
contig1,2988000,2998000,-0.11279875
contig1,2997000,3007000,-0.10482529
contig1,3006000,3016000,-0.09704641
contig1,3015000,3025000,-0.03569946
contig1,3024000,3034000,0.13019031
contig1,3033000,3043000,-0.08887043
contig1,3042000,3052000,-0.13096584
contig1,3051000,3061000,-0.12264957
contig1,3060000,3070000,-0.06405847
contig1,3069000,3079000,-0.00210084
contig1,3078000,3088000,0.062330622
contig1,3087000,3097000,-0.04304564
contig1,3096000,3106000,0.053045187
contig1,3105000,3115000,-0.095740005
contig1,3114000,3124000,-0.09105858
contig1,3123000,3133000,-0.062192775
contig1,3132000,3142000,-0.023125134
contig1,3141000,3151000,0.04699739
contig1,3150000,3160000,-0.028891765
contig1,3159000,3169000,0.003199606
contig1,3168000,3178000,-0.053695798
contig1,3177000,3187000,-0.038977634
contig1,3186000,3196000,0.00688172
contig1,3195000,3205000,-0.13417609
contig1,3204000,3214000,-0.09068628
contig1,3213000,3223000,0.074573226
contig1,3222000,3232000,-0.06140536
contig1,3231000,3241000,-0.092324324
contig1,3240000,3250000,-0.048639383
contig1,3249000,3259000,-0.04455135
contig1,3258000,3268000,-0.01416819
contig1,3267000,3277000,-0.05292479
contig1,3276000,3286000,-0.0641918
contig1,3285000,3295000,0.002428167
contig1,3294000,3304000,0.18823259
contig1,3303000,3313000,-0.009527843
contig1,3312000,3322000,-0.043247655
contig1,3321000,3331000,0.01623647
contig1,3330000,3340000,-0.122260906
contig1,3339000,3349000,-0.110339195
contig1,3348000,3358000,-0.09968782
contig1,3357000,3367000,0.115606934
contig1,3366000,3376000,0.025547445
contig1,3375000,3385000,0.01305483
contig1,3384000,3394000,0.09696728
contig1,3393000,3403000,0.10926276
contig1,3402000,3412000,0.14592735
contig1,3411000,3421000,-0.05439144
contig1,3420000,3430000,-0.08560946
contig1,3429000,3439000,0.11649016
contig1,3438000,3448000,0.13007489
contig1,3447000,3457000,0.017697273
contig1,3456000,3466000,2.10E-04
contig1,3465000,3475000,0.015673982
contig1,3474000,3484000,-0.02219404
contig1,3483000,3493000,0.082162626
contig1,3492000,3502000,-0.021576587
contig1,3501000,3511000,0.11299555
contig1,3510000,3520000,-0.019001326
contig1,3519000,3529000,0.12901805
contig1,3528000,3538000,-0.17652099
contig1,3537000,3547000,-0.05617056
contig1,3546000,3556000,0.14782262
contig1,3555000,3565000,-0.101875536
contig1,3564000,3574000,-0.02316844
contig1,3573000,3583000,0.002442816
contig1,3582000,3592000,-0.045661114
contig1,3591000,3601000,0.16775501
contig1,3600000,3610000,0.19340391
contig1,3609000,3619000,0.14093395
contig1,3618000,3628000,-0.090345435
contig1,3627000,3637000,-0.103434265
contig1,3636000,3646000,-0.023845328
contig1,3645000,3655000,0.001514168
contig1,3654000,3664000,-0.009909522
contig1,3663000,3673000,0.06330778
contig1,3672000,3682000,-0.16215675
contig1,3681000,3691000,-0.19308469
contig1,3690000,3700000,-0.009794124
contig1,3699000,3709000,-0.13336347
contig1,3708000,3718000,-0.035196688
contig1,3717000,3727000,0.11746032
contig1,3726000,3736000,-0.064550266
contig1,3735000,3745000,0.18610105
contig1,3744000,3754000,0.056478404
contig1,3753000,3763000,0.022322344
contig1,3762000,3772000,0.07957857
contig1,3771000,3781000,0.08636067
contig1,3780000,3790000,-4.27E-04
contig1,3789000,3799000,0.015473032
contig1,3798000,3808000,-0.1132453
contig1,3807000,3817000,-0.030046739
contig1,3816000,3826000,0.030818278
contig1,3825000,3835000,-0.027161518
contig1,3834000,3844000,0.08662817
contig1,3843000,3853000,-0.029035533
contig1,3852000,3862000,-0.012590299
contig1,3861000,3871000,-0.0643299
contig1,3870000,3880000,-0.11450071
contig1,3879000,3889000,-0.089746326
contig1,3888000,3898000,0.09126984
contig1,3897000,3907000,0.11011139
contig1,3906000,3916000,0.041614123
contig1,3915000,3925000,0.037295528
contig1,3924000,3934000,0.039773963
contig1,3933000,3943000,0.09844342
contig1,3942000,3952000,0.006794318
contig1,3951000,3961000,-1.96E-04
contig1,3960000,3970000,0.07888349
contig1,3969000,3979000,-0.05267576
contig1,3978000,3988000,-0.020683832
contig1,3987000,3997000,0.09090909
contig1,3996000,4006000,-0.075608715
contig1,4005000,4015000,0.0881711
contig1,4014000,4024000,0.006200556
contig1,4023000,4033000,0.11985925
contig1,4032000,4042000,0.038164664
contig1,4041000,4051000,-0.07111205
contig1,4050000,4060000,-0.019969279
contig1,4059000,4069000,0.084073536
contig1,4068000,4078000,-0.11145374
contig1,4077000,4087000,-0.0744249
contig1,4086000,4096000,-0.042449843
contig1,4095000,4105000,0.083122365
contig1,4104000,4114000,-0.07156348
contig1,4113000,4123000,-0.09678739
contig1,4122000,4132000,0.015282941
contig1,4131000,4141000,0.065004885
contig1,4140000,4150000,-0.17072092
contig1,4149000,4159000,-0.00666389
contig1,4158000,4168000,0.040310413
contig1,4167000,4177000,0.035138123
contig1,4176000,4186000,-0.035758324
contig1,4185000,4195000,0.029651912
contig1,4194000,4204000,-2.13E-04
contig1,4203000,4213000,-0.11650885
contig1,4212000,4222000,-0.005803482
contig1,4221000,4231000,0.07538995
contig1,4230000,4240000,0.20532413
contig1,4239000,4249000,-0.11380471
contig1,4248000,4258000,-0.011036572
contig1,4257000,4267000,-0.045161292
contig1,4266000,4276000,-0.078656375
contig1,4275000,4285000,-0.005885935
contig1,4284000,4294000,-0.09009613
contig1,4293000,4303000,-0.003887689
contig1,4302000,4312000,0.043406367
contig1,4311000,4321000,0.030191759
contig1,4320000,4330000,-0.21633957
contig1,4329000,4339000,-0.07957076
contig1,4338000,4348000,-0.039086517
contig1,4347000,4357000,-0.0338946
contig1,4356000,4366000,-0.058019064
contig1,4365000,4375000,0.09587187
contig1,4374000,4384000,0.015935278
contig1,4383000,4393000,-0.080722615
contig1,4392000,4402000,0.028559158
contig1,4401000,4411000,-0.047061376
contig1,4410000,4420000,0.017758986
contig1,4419000,4429000,0.046478588
contig1,4428000,4438000,0.032986112
contig1,4437000,4447000,0.06698774
contig1,4446000,4456000,-0.021673169
contig1,4455000,4465000,-0.046625506
contig1,4464000,4474000,-0.13189743
contig1,4473000,4483000,0.0209458
contig1,4482000,4492000,-0.01328352
contig1,4491000,4501000,0.15121344
contig1,4500000,4510000,0.21375725
contig1,4509000,4519000,0.03366257
contig1,4518000,4528000,0.1056701
contig1,4527000,4537000,-0.12612802
contig1,4536000,4546000,-0.0763577
contig1,4545000,4555000,-0.049744897
contig1,4554000,4564000,0.021370346
contig1,4563000,4573000,-0.04708738
contig1,4572000,4582000,-0.07147629
contig1,4581000,4591000,-0.036543325
contig1,4590000,4600000,0.012095032
contig1,4599000,4609000,-0.054244306
contig1,4608000,4618000,-0.029437609
contig1,4617000,4627000,-0.04915391
contig1,4626000,4636000,-0.04569607
contig1,4635000,4645000,0.037739918
contig1,4644000,4654000,0.068722464
contig1,4653000,4663000,-0.077844314
contig1,4662000,4672000,-0.036588006
contig1,4671000,4681000,0.035956442
contig1,4680000,4690000,0.050293926
contig1,4689000,4699000,0.025340315
contig1,4698000,4708000,-0.00716997
contig1,4707000,4717000,0.029187247
contig1,4716000,4726000,-0.084926635
contig1,4725000,4735000,-0.061215468
contig1,4734000,4744000,0.03968078
contig1,4743000,4753000,0.14421931
contig1,4752000,4762000,0.039964475
contig1,4761000,4771000,-0.003358522
contig1,4770000,4780000,-0.10069372
contig1,4779000,4789000,-0.0360475
contig1,4788000,4798000,-0.09020852
contig1,4797000,4807000,0.011801381
contig1,4806000,4816000,0.016304348
contig1,4815000,4825000,-0.08406794
contig1,4824000,4834000,0.007365685
contig1,4833000,4843000,0.038209837
contig1,4842000,4852000,-0.06044678
contig1,4851000,4861000,-0.035279293
contig1,4860000,4870000,0.050869286
contig1,4869000,4879000,-0.109848484
contig1,4878000,4888000,0.035515618
contig1,4887000,4897000,-0.05658766
contig1,4896000,4906000,-0.18034206
contig1,4905000,4915000,-0.0544919
contig1,4914000,4924000,-0.09243317
contig1,4923000,4933000,-0.003694581
contig1,4932000,4942000,-0.042157073
contig1,4941000,4951000,0.026488747
contig1,4950000,4960000,0.081709
contig1,4959000,4969000,-0.0625
contig1,4968000,4978000,0.0774243
contig1,4977000,4987000,0.12263963
contig1,4986000,4996000,-0.018436873
contig1,4995000,5005000,-0.2282999
contig1,5004000,5014000,0.062796205
contig1,5013000,5023000,-0.03212156
contig1,5022000,5032000,-0.10722891
contig1,5031000,5041000,-0.055751864
contig1,5040000,5050000,0.050325636
contig1,5049000,5059000,0.051930238
contig1,5058000,5068000,0.17970487
contig1,5067000,5077000,0.14257069
contig1,5076000,5086000,0.04761905
contig1,5085000,5095000,0.012734429
contig1,5094000,5104000,0.1637122
contig1,5103000,5113000,0.12166532
contig1,5112000,5122000,-0.08284383
contig1,5121000,5131000,0.027587637
contig1,5130000,5140000,0.060303688
contig1,5139000,5149000,0.030152537
contig1,5148000,5158000,0.030292356
contig1,5157000,5167000,0.10146651
contig1,5166000,5176000,0.08502356
contig1,5175000,5185000,-0.002575509
contig1,5184000,5194000,-0.004415524
contig1,5193000,5203000,-0.02360081
contig1,5202000,5212000,0.041592922
contig1,5211000,5221000,0.109887786
contig1,5220000,5230000,-0.08924485
contig1,5229000,5239000,0.033743016
contig1,5238000,5248000,0.07118968
contig1,5247000,5257000,0.013427251
contig1,5256000,5266000,0.16309205
contig1,5265000,5275000,0.09586466
contig1,5274000,5284000,0.04107884
contig1,5283000,5293000,0.078245915
contig1,5292000,5302000,0.046957944
contig1,5301000,5311000,-0.007305734
contig1,5310000,5320000,-0.049978457
contig1,5319000,5329000,0.027636055
contig1,5328000,5338000,0.13737075
contig1,5337000,5347000,0.1334054
contig1,5346000,5356000,-0.23967391
contig1,5355000,5365000,-0.2250591
contig1,5364000,5374000,-0.037005708
contig1,5373000,5383000,0.012780222
contig1,5382000,5392000,0.10277399
contig1,5391000,5401000,0.09651013
contig1,5400000,5410000,9.41E-04
contig1,5409000,5419000,-0.10817361
contig1,5418000,5428000,-0.054926626
contig1,5427000,5437000,0.003848766
contig1,5436000,5446000,0.007384883
contig1,5445000,5455000,-0.037491478
contig1,5454000,5464000,-0.048330404
contig1,5463000,5473000,-0.09983785
contig1,5472000,5482000,0.06651835
contig1,5481000,5491000,0.084745765
contig1,5490000,5500000,-0.015364917
contig1,5499000,5509000,0.044315994
contig1,5508000,5518000,0.015332913
contig1,5517000,5527000,0.05408227
contig1,5526000,5536000,-0.009832036
contig1,5535000,5545000,-0.011891892
contig1,5544000,5554000,0.010341726
contig1,5553000,5563000,0.028842015
contig1,5562000,5572000,0.03185001
contig1,5571000,5581000,0.12454448
contig1,5580000,5590000,0.056981295
contig1,5589000,5599000,-0.09154164
contig1,5598000,5608000,0.009712751
contig1,5607000,5617000,0.025630163
contig1,5616000,5626000,-0.12580578
contig1,5625000,5635000,-0.11679135
contig1,5634000,5644000,-0.1441029
contig1,5643000,5653000,-0.004900917
contig1,5652000,5662000,-0.0259366
contig1,5661000,5671000,0.12857144
contig1,5670000,5680000,-0.008288438
contig1,5679000,5689000,-0.08682239
contig1,5688000,5698000,0.011047463
contig1,5697000,5707000,0.04959931
contig1,5706000,5716000,-0.018288838
contig1,5715000,5725000,-0.008460237
contig1,5724000,5734000,0.119825706
contig1,5733000,5743000,0.014481409
contig1,5742000,5752000,0.004031484
contig1,5751000,5761000,0.047657512
contig1,5760000,5770000,0.053462222
contig1,5769000,5779000,-0.103903905
contig1,5778000,5788000,0.15137896
contig1,5787000,5797000,0.1643212
contig1,5796000,5806000,0.06346688
contig1,5805000,5815000,0.005644993
contig1,5814000,5824000,0.018088955
contig1,5823000,5833000,-0.11869772
contig1,5832000,5842000,-0.029032258
contig1,5841000,5851000,-0.05190772
contig1,5850000,5860000,0.052434456
contig1,5859000,5869000,0.059461482
contig1,5868000,5878000,0.17269675
contig1,5877000,5887000,-0.113459624
contig1,5886000,5896000,0.08510638
contig1,5895000,5905000,0.019099591
contig1,5904000,5914000,0.05478576
contig1,5913000,5923000,-0.04666057
contig1,5922000,5932000,-0.11456736
contig1,5931000,5941000,0.033641715
contig1,5940000,5950000,0.006129399
contig1,5949000,5959000,0.05802969
contig1,5958000,5968000,-0.06020067
contig1,5967000,5977000,0.085511185
contig1,5976000,5986000,0.006410257
contig1,5985000,5995000,-0.014636343
contig1,5994000,6004000,-0.13722013
contig1,6003000,6013000,-0.051537644
contig1,6012000,6022000,2.18E-04
contig1,6021000,6031000,-0.17400044
contig1,6030000,6040000,-0.021762552
contig1,6039000,6049000,-0.03720009
contig1,6048000,6058000,0.017351197
contig1,6057000,6067000,-0.02006552
contig1,6066000,6076000,-0.06606668
contig1,6075000,6085000,-0.03128371
contig1,6084000,6094000,-0.08735825
contig1,6093000,6103000,-0.044454034
contig1,6102000,6112000,-0.09929955
contig1,6111000,6121000,0.098219894
contig1,6120000,6130000,0.050333258
contig1,6129000,6139000,0.013987519
contig1,6138000,6148000,-0.24971017
contig1,6147000,6157000,-0.16148023
contig1,6156000,6166000,0.060069144
contig1,6165000,6175000,0.08676976
contig1,6174000,6184000,-0.028066298
contig1,6183000,6193000,0.05796545
contig1,6192000,6202000,-0.107791685
contig1,6201000,6211000,-0.05672742
contig1,6210000,6220000,-0.10909475
contig1,6219000,6229000,-0.106609374
contig1,6228000,6238000,0.10372911
contig1,6237000,6247000,0.069673054
contig1,6246000,6256000,-0.09776055
contig1,6255000,6265000,0.07535179
contig1,6264000,6274000,0.10722399
contig1,6273000,6283000,0.049593497
contig1,6282000,6292000,0.074441686
contig1,6291000,6301000,-0.095132746
contig1,6300000,6310000,0.043098062
contig1,6309000,6319000,0.002729372
contig1,6318000,6328000,-0.11693804
contig1,6327000,6337000,-0.11310373
contig1,6336000,6346000,0.088134915
contig1,6345000,6355000,-0.05459109
contig1,6354000,6364000,-0.059478726
contig1,6363000,6373000,0.09201171
contig1,6372000,6382000,-0.043214202
contig1,6381000,6391000,-0.027309969
contig1,6390000,6400000,-0.02470225
contig1,6399000,6409000,0.059536695
contig1,6408000,6418000,-0.09633126
contig1,6417000,6427000,-0.16137451
contig1,6426000,6436000,-0.100429535
contig1,6435000,6445000,-0.12758906
contig1,6444000,6454000,-0.020906644
contig1,6453000,6463000,-0.04249668
contig1,6462000,6472000,-0.065662004
contig1,6471000,6481000,0.029217318
contig1,6480000,6490000,0.041357372
contig1,6489000,6499000,0.070404984
contig1,6498000,6508000,0.08356135
contig1,6507000,6517000,0.029088559
contig1,6516000,6526000,-0.018965114
contig1,6525000,6535000,-0.10120218
contig1,6534000,6544000,0.06807867
contig1,6543000,6553000,0.02055832
contig1,6552000,6562000,0.06487047
contig1,6561000,6571000,0.05484299
contig1,6570000,6580000,0.20181635
contig1,6579000,6589000,-0.019311503
contig1,6588000,6598000,-0.13117409
contig1,6597000,6607000,-0.12646316
contig1,6606000,6616000,0.030251019
contig1,6615000,6625000,0.06576655
contig1,6624000,6634000,-0.002273197
contig1,6633000,6643000,-0.029605264
contig1,6642000,6652000,-0.020579588
contig1,6651000,6661000,-0.070069395
contig1,6660000,6670000,0.08259325
contig1,6669000,6679000,0.0836062
contig1,6678000,6688000,-0.09733303
contig1,6687000,6697000,-0.07649809
contig1,6696000,6706000,0.020800715
contig1,6705000,6715000,0.045141205
contig1,6714000,6724000,-0.068154156
contig1,6723000,6733000,-0.04766069
contig1,6732000,6742000,-0.1631746
contig1,6741000,6751000,0.013927577
contig1,6750000,6760000,-0.006008584
contig1,6759000,6769000,0.041555785
contig1,6768000,6778000,0.024132092
contig1,6777000,6787000,-0.01784973
contig1,6786000,6796000,-0.09516517
contig1,6795000,6805000,0.0758385
contig1,6804000,6814000,0.118064806
contig1,6813000,6823000,-0.06335844
contig1,6822000,6832000,-0.068987474
contig1,6831000,6841000,-0.06798517
contig1,6840000,6850000,-0.0782087
contig1,6849000,6859000,0.005966587
contig1,6858000,6868000,0.018785842
contig1,6867000,6877000,0.018828452
contig1,6876000,6886000,-0.057908382
contig1,6885000,6895000,-0.019521825
